Time (h);U1 (V);U2 (V);U3 (V);U4 (V);U5 (V);Utot (V);J (A/cmｲ);I (A);TinH2 (ｰC);ToutH2 (ｰC);TinAIR (ｰC);ToutAIR (ｰC);TinWAT (ｰC);ToutWAT (ｰC);PinAIR (mbara);PoutAIR (mbara);PoutH2 (mbara);PinH2 (mbara);DinH2 (l/mn);DoutH2 (l/mn);DinAIR (l/mn);DoutAIR (l/mn);DWAT (l/mn);HrAIRFC (%)
679,1997803;0,65;0,643;0,643;0,64;0,631;3,149;0,70027;70,027;28,98;39,312;46,65;51,325;53,707;55,404;1301,408;1268,805;1300,243;1287,249;4,796;2,17;23,036;21,209;2,044;52,897
679,2081703;0,649;0,644;0,643;0,639;0,631;3,15;0,70051;70,051;28,979;39,576;46,663;51,308;53,749;55,443;1301,067;1268,065;1296,822;1283,661;4,81;2,146;23,036;21,139;2,042;52,422
679,2165594;0,649;0,643;0,643;0,64;0,631;3,15;0,70037;70,037;28,972;39,428;46,663;51,304;53,78;55,486;1300,498;1267,895;1294,483;1280,927;4,794;2,127;23,036;21,141;2,042;52,162
679,2249492;0,648;0,643;0,642;0,641;0,631;3,149;0,70046;70,046;28,971;39,267;46,654;51,28;53,638;55,377;1301,124;1268,179;1299,958;1285,426;4,793;2,085;23,036;21,209;2,044;52,357
679,2333394;0,648;0,643;0,643;0,641;0,631;3,151;0,70041;70,041;28,975;39,429;46,694;51,319;53,766;55,504;1301,806;1268,35;1303,437;1289,983;4,793;2,088;23,036;21,194;2,015;52,123
679,2417303;0,65;0,643;0,642;0,64;0,631;3,151;0,70037;70,037;28,966;39,279;46,659;51,171;53,677;55,347;1302,261;1268,805;1305,775;1292,546;4,798;2,089;23,036;21,211;2,043;52,406
679,2501194;0,649;0,644;0,642;0,641;0,631;3,151;0,70032;70,032;28,963;39,293;46,666;51,256;53,698;55,427;1301,124;1268,862;1299,559;1285,996;4,793;2,148;23,038;21,141;2,045;52,232
679,2585086;0,649;0,643;0,642;0,64;0,631;3,149;0,70032;70,032;28,962;39,204;46,663;51,277;53,739;55,453;1300,384;1268,122;1295,567;1282,237;4,794;2,125;23,036;21,137;2,046;52,129
679,2668981;0,649;0,643;0,643;0,641;0,631;3,149;0,70027;70,027;28,969;39,349;46,547;51,299;53,811;55,502;1301,067;1268,748;1295,909;1282,578;4,792;2,046;23,036;21,141;2,018;52,019
679,2752894;0,649;0,643;0,642;0,641;0,631;3,151;0,70041;70,041;28,977;39,24;46,503;51,162;53,624;55,229;1301,237;1268,634;1301,099;1287,819;4,793;2,068;23,036;21,206;2,042;52,628
679,2836778;0,649;0,643;0,642;0,641;0,631;3,149;0,70046;70,046;28,971;39,137;46,533;51,243;53,634;55,378;1301,124;1268,862;1303,779;1290,553;4,795;2,089;23,038;21,208;2,042;52,194
679,2920703;0,649;0,643;0,642;0,641;0,631;3,149;0,70056;70,056;28,977;39,171;46,517;51,227;53,677;55,38;1301,067;1268,236;1305,148;1291,578;4,795;2,17;23,038;21,213;2,041;52,232
679,3004578;0,649;0,643;0,64;0,641;0,631;3,149;0,70046;70,046;28,968;39,42;46,513;51,254;53,743;55,436;1301,124;1267,951;1298,418;1284,23;4,795;2,148;23,039;21,149;2,042;52,171
679,3088489;0,65;0,644;0,641;0,641;0,631;3,15;0,70051;70,051;28,968;39,196;46,538;51,269;53,793;55,496;1301,92;1268,748;1294,997;1281,154;4,793;2,136;23,11;21,2;2,026;51,957
679,3172381;0,65;0,643;0,643;0,641;0,631;3,151;0,70041;70,041;28,96;39,231;46,541;51,117;53,668;55,306;1302,09;1268,805;1298,932;1284,8;4,801;2,068;23,038;21,141;2,042;52,497
679,3256278;0,65;0,643;0,643;0,641;0,631;3,15;0,70032;70,032;28,975;39,427;46,562;51,17;53,685;55,411;1301,92;1268,976;1302,296;1288,958;4,836;2,088;23,036;21,187;2,042;52,229
679,3340167;0,649;0,643;0,642;0,64;0,631;3,15;0,70041;70,041;28,975;39,236;46,602;51,226;53,72;55,45;1300,1;1267,667;1304,521;1291,179;4,793;2,09;23,038;21,139;2,042;52,139
679,3424067;0,649;0,642;0,642;0,641;0,631;3,15;0,70032;70,032;28,968;39,178;46,599;51,272;53,752;55,49;1300,782;1267,895;1304,407;1290,325;4,793;2,171;23,036;21,141;2,035;52,077
679,3507956;0,649;0,643;0,643;0,641;0,631;3,15;0,70017;70,017;28,966;39,101;46,576;51,276;53,753;55,464;1301,522;1268,862;1297,791;1284,458;4,794;2,126;23,036;21,198;2,038;52,052
679,3591872;0,649;0,643;0,642;0,64;0,631;3,149;0,70027;70,027;28,972;39,05;46,573;51,192;53,601;55,248;1300,782;1268,293;1295,054;1281,325;4,794;2,126;23,036;21,181;2,037;52,654
679,3675758;0,649;0,643;0,642;0,641;0,631;3,151;0,70037;70,037;28,971;39,099;46,565;51,259;53,709;55,427;1300,782;1268,293;1297,734;1284,401;4,793;2,068;23,039;21,141;2,035;52,129
679,375965;0,649;0,643;0,642;0,641;0,631;3,15;0,70056;70,056;28,968;39,073;46,559;51,307;53,737;55,445;1301,01;1268,464;1300,357;1287,306;4,793;2,088;23,036;21,141;2,036;52,143
679,3843553;0,649;0,643;0,643;0,642;0,631;3,152;0,70056;70,056;28,971;39,358;46,546;51,303;53,8;55,467;1301,124;1268,862;1303,323;1289,983;4,794;2,111;23,038;21,208;2,035;52,036
679,39275;0,649;0,642;0,642;0,64;0,631;3,149;0,70037;70,037;28,969;39,355;46,509;51,234;52,928;55,039;1301,294;1268,805;1304,749;1291,464;4,795;2,106;23,038;21,208;2,043;53,014
679,4011342;0,649;0,644;0,642;0,64;0,631;3,15;0,70046;70,046;28,965;39,343;46,503;51,21;53,672;55,328;1301,863;1268,805;1302,068;1288,616;4,816;2,17;23,036;21,194;2,044;52,295
679,4095242;0,649;0,643;0,641;0,64;0,631;3,149;0,70046;70,046;28,979;39,251;46,471;51,241;53,656;55,367;1302,318;1269,602;1297,677;1284,287;4,795;2,126;23,036;21,204;2,043;52,22
679,4179147;0,649;0,642;0,643;0,64;0,631;3,149;0,70046;70,046;28,957;39,384;46,501;51,254;53,71;55,407;1301,124;1268,236;1294,655;1280,927;4,793;2,126;23,038;21,147;2,043;52,079
679,4263033;0,649;0,642;0,643;0,64;0,631;3,15;0,70032;70,032;28,983;39,128;46,495;51,296;53,764;55,461;1301,01;1267,724;1298,875;1285,426;4,793;2,068;23,038;21,208;2,043;51,975
679,4347028;0,649;0,643;0,643;0,64;0,631;3,151;0,70041;70,041;28,982;39,34;46,468;51,358;53,829;55,481;1300,668;1268,35;1302,182;1288,901;4,793;2,089;23,041;21,137;2,005;51,935
679,4430833;0,649;0,643;0,642;0,64;0,631;3,15;0,70046;70,046;28,974;39,223;46,463;51,258;53,684;55,331;1301,294;1268,862;1304,521;1291,122;4,794;2,102;23,038;21,215;2,042;52,321
679,4514747;0,649;0,643;0,642;0,641;0,631;3,15;0,70041;70,041;28,98;39,435;46,484;51,304;53,734;55,439;1301,692;1268,748;1305,547;1292,204;4,793;2,145;23,036;21,208;2,044;52,007
679,4598631;0,649;0,643;0,642;0,64;0,631;3,15;0,70037;70,037;28,989;39,337;46,457;51,266;53,77;55,449;1301,294;1267,724;1300,015;1286,508;4,794;2,149;23,036;21,139;2,044;51,953
679,4682556;0,65;0,643;0,642;0,64;0,631;3,15;0,70012;70,012;28,959;39,301;46,443;51,24;53,782;55,47;1301,522;1268,35;1296,536;1282,977;4,793;2,127;23,038;21,209;2,037;52,033
679,4766453;0,648;0,643;0,642;0,64;0,631;3,149;0,70037;70,037;28,965;39,398;46,272;51,286;53,246;55,132;1302,09;1269,943;1294,312;1280,813;4,794;2,112;22,969;21,211;2,043;52,842
679,4850339;0,649;0,643;0,643;0,641;0,631;3,152;0,70041;70,041;28,977;39,242;46,059;51,241;53,715;55,405;1301,635;1269,09;1300,072;1286,395;4,792;2,068;23,038;21,213;2,043;52,146
679,4934228;0,649;0,643;0,642;0,641;0,631;3,151;0,70032;70,032;28,966;39,893;45,929;51,235;53,733;55,441;1301,92;1268,862;1303,38;1290,154;4,795;2,09;23,036;21,211;2,043;52,151
679,5018133;0,65;0,643;0,643;0,641;0,631;3,15;0,70046;70,046;28,979;39,333;45,828;51,253;53,769;55,468;1302,147;1269,033;1305,718;1292,717;4,795;2,088;23,036;21,211;2,043;52,014
679,5102008;0,649;0,643;0,642;0,64;0,631;3,149;0,70041;70,041;28,972;39,249;45,818;51,224;53,692;55,391;1301,294;1269,09;1300,129;1287,363;4,793;2,148;23,036;21,209;2,04;52,161
679,5185914;0,649;0,643;0,642;0,64;0,631;3,149;0,70041;70,041;28,974;39,467;45,787;51,253;53,795;55,477;1301,067;1267,895;1297,107;1284,116;4,796;2,126;23,038;21,204;2,042;52,035
679,5269808;0,648;0,642;0,642;0,64;0,631;3,149;0,70017;70,017;28,966;39,364;45,786;51,222;53,599;55,304;1302,204;1268,748;1295,339;1282,066;4,793;2,126;23,038;21,206;2,042;52,469
679,5353739;0,648;0,643;0,642;0,641;0,631;3,15;0,70027;70,027;28,985;39,195;45,753;51,292;53,742;55,438;1300,213;1268,805;1298,076;1285,426;4,794;2,068;23,036;21,211;2,039;52,01
679,5437619;0,649;0,644;0,642;0,641;0,631;3,151;0,70027;70,027;28,988;39,303;45,779;51,319;53,772;55,475;1301,18;1269,033;1302,867;1290,211;4,793;2,069;23,038;21,206;2,041;51,883
679,5521497;0,648;0,643;0,642;0,64;0,63;3,149;0,70032;70,032;28,979;39,449;45,793;51,17;53,491;55,087;1301,067;1268,976;1305,718;1293,002;4,792;2,089;23,036;21,206;2,038;54,132
679,5605408;0,649;0,643;0,642;0,64;0,63;3,149;0,70022;70,022;28,979;39,36;45,833;51,23;53,681;55,395;1299,986;1267,61;1299,046;1285,597;4,793;2,148;23,038;21,139;2,036;52,732
679,5689328;0,649;0,642;0,643;0,64;0,631;3,149;0,70041;70,041;28,979;39,291;45,822;51,215;53,701;55,406;1301,749;1268,919;1296,422;1282,749;4,815;2,126;23,034;21,208;2,038;52,377
679,5773208;0,648;0,643;0,642;0,64;0,631;3,149;0,70037;70,037;28,966;40,031;45,79;51,221;53,757;55,421;1301,124;1268,464;1294,312;1280,984;4,794;2,09;22,963;21,206;2,038;52,239
679,5857094;0,649;0,643;0,642;0,64;0,631;3,149;0,70037;70,037;28,965;39,4;45,778;51,261;53,803;55,488;1301,806;1268,862;1300,186;1287,705;4,794;2,068;23,036;21,208;2,037;52,038
679,5941003;0,649;0,643;0,641;0,641;0,631;3,149;0,70037;70,037;28,959;39,252;45,766;51,224;53,659;55,309;1302,261;1269,943;1304,35;1291,464;4,793;2,089;23,038;21,276;2,034;52,37
679,6024889;0,648;0,643;0,643;0,641;0,631;3,149;0,70022;70,022;28,974;39,659;45,752;51,237;53,723;55,425;1301,124;1268,805;1303,665;1290,951;4,795;2,17;23,038;21,208;2,038;52,117
679,6108789;0,648;0,643;0,643;0,641;0,631;3,149;0,70037;70,037;28,966;39,34;45,769;51,266;53,74;55,446;1301,635;1269,545;1298,875;1286,281;4,795;2,148;23,036;21,211;2,038;51,996
679,6192697;0,648;0,643;0,643;0,641;0,631;3,149;0,70041;70,041;28,974;39,359;45,795;51,312;53,647;55,497;1302,318;1269,943;1295,339;1281,952;4,794;2,126;23,098;21,204;2,013;51,92
679,6276583;0,649;0,643;0,643;0,64;0,631;3,149;0,70051;70,051;28,991;39,388;45,836;51,267;53,735;55,391;1301,294;1268,805;1296,594;1283,376;4,796;2,067;23,036;21,213;2,045;52,262
679,6360492;0,648;0,643;0,642;0,64;0,631;3,149;0,70027;70,027;28,988;39,264;45,88;51,295;53,743;55,439;1301,124;1267,724;1300,015;1287,192;4,793;2,089;23,036;21,213;2,042;52,063
679,6444406;0,648;0,643;0,643;0,64;0,631;3,149;0,70032;70,032;28,975;39,233;45,897;51,347;53,797;55,503;1301,067;1268,691;1302,981;1289,983;4,793;2,09;23,039;21,208;2,043;51,97
679,65283;0,647;0,643;0,643;0,64;0,631;3,149;0,70032;70,032;28,983;39,14;45,925;51,282;53,688;55,337;1299,645;1267,496;1304,578;1291,407;4,793;2,088;23,039;21,139;2,038;52,289
679,6612178;0,649;0,644;0,642;0,641;0,631;3,149;0,70027;70,027;28,994;39,357;45,908;51,298;53,719;55,419;1300,498;1267,895;1302,239;1289,413;4,793;2,169;23,038;21,2;2,041;52,048
679,6696092;0,648;0,644;0,643;0,64;0,631;3,149;0,70027;70,027;28,992;39,32;45,911;51,312;53,762;55,465;1299,246;1267,325;1297,563;1284,287;4,793;2,126;23,038;21,139;2,039;51,961
679,6779978;0,648;0,644;0,643;0,64;0,631;3,149;0,70037;70,037;28,988;39,602;45,882;51,319;53,807;55,486;1300,668;1268,236;1294,312;1281,268;4,794;2,128;23,036;21,139;2,014;51,822
679,6863867;0,648;0,643;0,643;0,641;0,631;3,149;0,70041;70,041;28,985;39,305;45,888;51,214;53,694;55,287;1300,896;1267,667;1298,875;1285,483;4,793;2,068;23,034;21,139;2,041;52,276
679,6947775;0,648;0,644;0,643;0,641;0,631;3,151;0,70037;70,037;28,983;39,3;45,848;51,321;53,73;55,403;1301,522;1269,545;1302,182;1288,73;4,794;2,088;23,036;21,209;2,041;52,082
679,7031672;0,647;0,643;0,643;0,641;0,631;3,149;0,70032;70,032;28,998;39,173;45,868;51,296;53,755;55,414;1299,758;1267,496;1303,722;1291,008;4,796;2,09;23,036;21,139;2,042;51,941
679,7115586;0,648;0,644;0,643;0,641;0,631;3,151;0,70041;70,041;28,982;39,242;45,891;51,327;53,809;55,459;1300,327;1267,838;1305,547;1291,464;4,796;2,09;23,036;21,185;2,042;51,872
679,7199542;0,648;0,644;0,642;0,64;0,631;3,149;0,70041;70,041;28,989;39,327;45,909;51,357;53,639;55,483;1300,498;1267,838;1300,129;1286,679;4,796;2,149;23,036;21,143;2,051;51,883
679,7283364;0,648;0,643;0,642;0,641;0,631;3,149;0,70041;70,041;28,985;39,245;45,948;51,276;53,759;55,453;1300,782;1268,691;1297,734;1284,059;4,793;2,126;23,036;21,208;2,056;51,876
679,7367278;0,648;0,643;0,641;0,64;0,631;3,148;0,70022;70,022;28,979;39,229;46,02;51,278;53,764;55,478;1299,986;1267,895;1295,396;1281,325;4,794;2,108;23,038;21,141;2,051;51,852
679,745115;0,648;0,643;0,642;0,641;0,63;3,149;0,70037;70,037;28,983;39,105;46,108;51,347;53,735;55,467;1301,067;1268,805;1296,594;1282,066;4,796;2,046;23,036;21,141;2,057;51,916
679,7535072;0,648;0,644;0,641;0,641;0,631;3,149;0,70027;70,027;28,994;39,235;46,159;51,334;53,701;55,416;1299,531;1267,496;1301,156;1287,705;4,773;2,068;23,036;21,139;2,062;51,995
679,7618936;0,648;0,644;0,642;0,641;0,631;3,15;0,70046;70,046;28,988;39,123;46,218;51,336;53,763;55,483;1300,156;1267,895;1304,235;1290,667;4,793;2,089;23,036;21,139;2,062;51,842
679,7702836;0,648;0,643;0,643;0,641;0,631;3,15;0,70037;70,037;28,992;39,123;46,336;51,344;53,756;55,461;1300,782;1268,236;1303,779;1290,837;4,793;2,17;23,036;21,204;2,061;51,817
679,7786767;0,648;0,643;0,643;0,641;0,63;3,149;0,70032;70,032;28,985;39,308;46,417;51,324;53,794;55,476;1300,498;1267,951;1299,103;1285,939;4,793;2,148;23,036;21,141;2,046;51,819
679,7870756;0,648;0,643;0,642;0,641;0,631;3,149;0,70051;70,051;28,988;39,246;46,475;51,313;53,748;55,433;1301,01;1267,951;1296,594;1283,433;4,794;2,126;23,038;21,141;2,039;51,888
679,7954544;0,648;0,644;0,643;0,642;0,631;3,15;0,70041;70,041;28,992;39,366;46,526;51,337;53,822;55,481;1302,034;1268,919;1294,598;1281,041;4,796;2,127;23,038;21,211;2,04;51,812
679,8038425;0,648;0,644;0,643;0,641;0,631;3,149;0,70027;70,027;28,991;39,236;46,541;51,332;53,709;55,343;1301,351;1269,602;1298,875;1285,312;4,795;2,068;23,036;21,209;2,044;52,215
679,8122339;0,648;0,644;0,643;0,641;0,631;3,15;0,70046;70,046;28,986;39,296;46,533;51,288;53,741;55,426;1301,067;1268,919;1301,84;1288,958;4,793;2,088;23,036;21,215;2,046;51,975
679,8206236;0,648;0,644;0,643;0,641;0,631;3,151;0,70041;70,041;29,005;39,208;46,546;51,301;53,787;55,487;1301,067;1268,691;1303,893;1291,008;4,795;2,089;23,036;21,204;2,046;51,862
679,8290153;0,648;0,643;0,643;0,641;0,63;3,149;0,70041;70,041;28,992;39,119;46,565;51,198;53,61;55,23;1300,27;1267,781;1305,376;1292,034;4,793;2,135;23,038;21,141;2,049;52,433
679,8374017;0,648;0,643;0,642;0,64;0,63;3,149;0,70037;70,037;28,982;39,079;46,573;51,236;53,745;55,416;1299,929;1267,325;1299,901;1285,939;4,793;2,148;23,036;21,139;2,05;51,982
679,8457933;0,648;0,643;0,643;0,641;0,63;3,149;0,70032;70,032;28,994;39,315;46,536;51,26;53,763;55,442;1300,1;1267,439;1296,536;1283,091;4,795;2,148;23,038;21,141;2,05;51,896
679,8541819;0,648;0,643;0,643;0,641;0,63;3,149;0,70046;70,046;28,991;39,194;46,515;51,267;53,791;55,494;1301,18;1268,293;1294,198;1279,844;4,816;2,128;23,036;21,208;2,032;51,836
679,8625744;0,649;0,643;0,642;0,641;0,63;3,15;0,70046;70,046;28,992;39,118;46,512;51,183;53,689;55,277;1301,351;1267,838;1300,072;1286,964;4,794;2,068;23,036;21,206;2,044;52,348
679,8709606;0,649;0,643;0,643;0,641;0,631;3,153;0,70032;70,032;28,995;39,174;46,535;51,28;53,692;55,4;1301,067;1268,634;1304,692;1291,179;4,792;2,068;23,038;21,206;2,046;52,066
679,8793539;0,648;0,643;0,644;0,641;0,631;3,151;0,70041;70,041;28,992;39,192;46,547;51,28;53,748;55,418;1300,612;1268,065;1302,296;1289,186;4,794;2,149;23,036;21,209;2,045;51,969
679,8877506;0,648;0,643;0,644;0,64;0,631;3,149;0,70037;70,037;28,995;39,293;46,541;51,3;53,8;55,473;1300,1;1267,724;1298,247;1284,971;4,793;2,126;23,038;21,204;2,045;51,907
679,89613;0,648;0,643;0,643;0,64;0,63;3,149;0,70032;70,032;29;39,241;46,529;51,325;53,698;55,401;1301,124;1268,976;1295,51;1282,407;4,794;2,113;23,038;21,211;2,05;52,039
679,9045197;0,648;0,643;0,643;0,641;0,631;3,15;0,70046;70,046;28,994;39,384;46,507;51,366;53,792;55,451;1301,749;1269,829;1295,738;1282,92;4,794;2,046;23,036;21,208;2,05;51,898
679,9129128;0,648;0,643;0,643;0,64;0,63;3,148;0,70041;70,041;28,995;39,279;46,504;51,321;53,331;55,276;1300,1;1268,008;1300,015;1286,736;4,793;2,089;23,036;21,137;2,042;52,249
679,9212994;0,649;0,643;0,643;0,64;0,63;3,149;0,70046;70,046;28,991;39,291;46,491;51,266;53,722;55,374;1300,953;1267,724;1302,81;1289,869;4,809;2,106;23,038;21,185;2,044;52,132
679,9296903;0,648;0,643;0,643;0,64;0,631;3,149;0,70041;70,041;29;39,229;46,487;51,287;53,758;55,416;1301,465;1268,805;1305,091;1292,034;4,793;2,09;23,036;21,209;2,045;52,054
679,9380794;0,647;0,643;0,643;0,641;0,631;3,15;0,70027;70,027;28,992;39,412;46,46;51,305;53,797;55,508;1301,465;1268,748;1301,612;1288,958;4,794;2,147;23,036;21,139;2,045;51,838
679,9464692;0,648;0,643;0,643;0,641;0,631;3,149;0,70032;70,032;29,001;39,311;46,465;51,235;53,676;55,343;1301,18;1268,862;1297,962;1284,686;4,794;2,128;23,034;21,139;2,045;52,22
679,9548606;0,648;0,643;0,643;0,64;0,631;3,149;0,70027;70,027;29,001;39,652;46,501;51,233;53,719;55,445;1301,465;1268,805;1295,51;1282,066;4,792;2,125;23,039;21,139;2,046;52,046
679,9632492;0,648;0,643;0,643;0,64;0,631;3,149;0,70046;70,046;29,001;39,14;46,509;51,24;53,761;55,472;1302,09;1268,691;1296,651;1283,433;4,794;2,068;23,036;21,213;2,043;51,884
679,9716378;0,648;0,643;0,643;0,64;0,631;3,149;0,70041;70,041;28,988;39,063;46,507;51,303;53,741;55,453;1301,124;1268,805;1301,384;1287,932;4,793;2,091;23,036;21,206;2,042;51,992
679,9800294;0,648;0,643;0,642;0,64;0,631;3,149;0,70027;70,027;28,988;39,222;46,463;51,295;52,815;55,303;1300,156;1267,781;1304,635;1291,008;4,793;2,101;23,038;21,209;2,05;52,264
679,9884194;0,648;0,644;0,643;0,64;0,631;3,15;0,70032;70,032;28,989;39,162;46,439;51,197;53,671;55,335;1301,579;1268,919;1302,296;1288,331;4,812;2,17;23,036;21,204;2,049;52,196
679,9968083;0,648;0,643;0,642;0,641;0,63;3,149;0,70037;70,037;29,001;39,638;46,46;51,222;53,658;55,366;1301,749;1270;1297,848;1284,344;4,795;2,127;23,036;21,215;2,047;52,17
680,0051975;0,647;0,643;0,643;0,64;0,63;3,149;0,70037;70,037;28,982;39,301;46,492;51,248;53,722;55,425;1301,237;1268,805;1295,054;1282,009;4,793;2,126;23,036;21,213;2,048;52
680,0135897;0,648;0,643;0,642;0,641;0,631;3,149;0,70017;70,017;28,995;39,293;46,515;51,258;53,759;55,458;1302,147;1269,943;1297,05;1284,173;4,794;2,067;23,038;21,211;2,047;53,204
680,0219769;0,648;0,644;0,643;0,64;0,631;3,15;0,70032;70,032;28,983;39,202;46,558;51,299;53,699;55,478;1301,977;1269,317;1300,472;1287,534;4,793;2,089;23,036;21,204;2,007;53,202
680,0303658;0,648;0,644;0,642;0,64;0,631;3,149;0,70032;70,032;28,992;39,51;46,605;51,284;53,752;55,411;1301,294;1268,805;1303,209;1290,097;4,795;2,089;23,039;21,206;2,042;53,324
680,0387578;0,649;0,644;0,643;0,64;0,631;3,149;0,70022;70,022;28,985;39,32;46,591;51,291;53,797;55,476;1301,749;1268,976;1305,49;1292,489;4,816;2,088;23,038;21,209;2,042;52,414
680,0471456;0,648;0,644;0,642;0,639;0,631;3,148;0,70022;70,022;28,986;39,648;46,543;51,309;53,682;55,34;1301,01;1268,805;1301,213;1288,046;4,816;2,148;23,036;21,202;2,049;52,583
680,0555372;0,648;0,643;0,643;0,64;0,631;3,15;0,70032;70,032;28,992;39,522;46,506;51,316;53,778;55,46;1301,124;1269,317;1297,791;1284,401;4,794;2,148;23,041;21,208;2,05;52,327
680,0639256;0,647;0,643;0,642;0,64;0,631;3,149;0,70046;70,046;28,977;39,387;46,51;51,343;53,817;55,49;1301,124;1268,748;1295,396;1282,009;4,794;2,126;23,036;21,198;2,05;52,274
680,0723164;0,649;0,643;0,642;0,64;0,631;3,149;0,70041;70,041;28,994;39,245;46,52;51,318;53,735;55,396;1301,92;1268,862;1296,708;1283,262;4,793;2,068;23,036;21,211;2,038;52,34
680,0807081;0,648;0,643;0,642;0,64;0,631;3,149;0,70046;70,046;28,974;39,123;46,527;51,303;53,774;55,479;1301,124;1268,179;1300,928;1287,534;4,793;2,09;23,039;21,164;2,039;52,227
680,0890975;0,649;0,643;0,643;0,639;0,631;3,149;0,70032;70,032;28,989;39,217;46,559;51,154;53,622;55,257;1302,318;1269,431;1304,578;1291,521;4,795;2,09;23,038;21,211;2,044;52,795
680,0974864;0,648;0,643;0,643;0,64;0,631;3,149;0,70032;70,032;28,991;39,238;46,544;51,202;53,655;55,393;1301,408;1268,748;1303,665;1290,268;4,793;2,171;23,036;21,141;2,046;52,32
680,1058747;0,648;0,643;0,643;0,641;0,631;3,149;0,70056;70,056;28,992;39,177;46,53;51,289;53,695;55,409;1301,124;1269,033;1298,019;1285,085;4,793;2,147;23,038;21,147;2,046;52,341
680,1142656;0,649;0,643;0,643;0,641;0,632;3,15;0,70037;70,037;28,985;39,085;46,523;51,295;53,757;55,456;1301,92;1269,26;1295,453;1281,268;4,796;2,127;23,038;21,208;2,046;52,206
680,1226533;0,648;0,643;0,643;0,64;0,631;3,149;0,70046;70,046;28,988;39,14;46,497;51,243;53,631;55,305;1301,351;1268,862;1297,791;1284,173;4,793;2,069;23,036;21,209;2,042;52,624
680,1310431;0,648;0,643;0,643;0,64;0,631;3,149;0,70056;70,056;28,965;39,072;46,486;51,282;53,709;55,462;1300,156;1267,724;1301,84;1288,73;4,793;2,068;23,036;21,137;2,042;52,155
680,1394361;0,648;0,644;0,642;0,64;0,631;3,149;0,70046;70,046;28,977;39,064;46,452;51,299;53,766;55,448;1299,986;1267,269;1304,578;1291,179;4,794;2,087;23,112;21,137;2,042;52,096
680,1478242;0,648;0,642;0,643;0,639;0,631;3,148;0,70037;70,037;28,977;39,021;46,445;51,282;53,564;55,325;1299,929;1266,927;1304,235;1291,065;4,793;2,17;23,036;21,13;2,04;52,459
680,1562125;0,649;0,643;0,643;0,639;0,631;3,149;0,70041;70,041;28,995;39,191;46,414;51,339;53,744;55,453;1300,668;1268,805;1298,875;1285,426;4,79;2,14;23,036;21,139;2,042;52,103
680,1646039;0,648;0,643;0,643;0,639;0,631;3,149;0,70046;70,046;28,983;39,353;46,405;51,347;53,759;55,47;1301,124;1268,976;1295,567;1282,692;4,794;2,125;23,039;21,206;2,023;52,077
680,1729939;0,648;0,643;0,643;0,639;0,631;3,149;0,70051;70,051;28,985;39,212;46,44;51,312;53,721;55,456;1300,668;1267,838;1295,567;1282,635;4,793;2,046;23,038;21,143;2,061;52,105
680,1813822;0,649;0,643;0,642;0,64;0,631;3,149;0,70041;70,041;28,98;39,171;46,457;51,295;53,786;55,507;1300,498;1267,553;1300,586;1287,591;4,791;2,068;23,036;21,135;2,012;52,023
680,1897722;0,648;0,643;0,642;0,64;0,63;3,149;0,70041;70,041;28,963;39,493;46,491;51,253;53,697;55,364;1299,872;1267,61;1304,178;1291,236;4,794;2,09;23,038;21,137;2,037;52,388
680,1981647;0,649;0,643;0,642;0,639;0,63;3,149;0,70046;70,046;28,957;39,456;46,53;51,319;53,705;55,451;1299,986;1268,065;1303,779;1290,78;4,794;2,171;23,041;21,141;2,038;52,149
680,2065514;0,649;0,644;0,643;0,638;0,63;3,149;0,70041;70,041;28,939;39,355;46,575;51,311;53,761;55,458;1299,872;1267,041;1298,761;1285,369;4,793;2,126;23,036;21,139;2,038;52,139
680,2149417;0,648;0,643;0,643;0,64;0,631;3,149;0,70022;70,022;28,962;39,273;46,607;51,331;53,775;55,492;1300,555;1267,667;1295,966;1282,464;4,805;2,128;23,038;21,2;2,001;52,003
680,2233311;0,648;0,644;0,643;0,639;0,631;3,149;0,70037;70,037;28,965;39,164;46,587;51,261;53,708;55,405;1301,635;1268,805;1294,655;1280,927;4,793;2,068;23,036;21,209;2,038;52,264
680,2317214;0,649;0,644;0,643;0,639;0,631;3,15;0,70046;70,046;28,951;39,516;46,565;51,302;53,746;55,475;1301,237;1268,35;1301,84;1288,331;4,795;2,088;23,036;21,208;2,039;52,072
680,2401106;0,649;0,644;0,643;0,64;0,631;3,151;0,70046;70,046;28,966;39,524;46,5;51,304;53,763;55,489;1301,124;1268,293;1305,661;1292,034;4,793;2,089;23,036;21,137;2,027;52,001
680,2485003;0,648;0,644;0,643;0,64;0,631;3,15;0,70041;70,041;28,953;39,24;46,408;51,363;53,305;55,465;1301,18;1268,805;1300,814;1287,534;4,794;2,148;23,038;21,213;2,038;52,014
680,2568917;0,648;0,644;0,643;0,639;0,631;3,149;0,70056;70,056;28,954;39,411;46,345;51,251;53,699;55,401;1300,043;1267,781;1297,734;1283,945;4,795;2,127;23,036;21,134;2,049;52,196
680,2652792;0,648;0,644;0,643;0,64;0,631;3,149;0,70037;70,037;28,968;39,322;46,339;51,255;53,711;55,408;1301,579;1268,748;1295,453;1281,952;4,793;2,127;23,036;21,166;2,046;52,244
